payment_id,booking_id,amount,payment_method,payment_date
2717,2350,1464,Crypto,2023-04-15
2718,2199,1432,Bank Transfer,2023-06-29
2719,1485,339,PayPal,2023-08-02
2720,1638,521,Credit Card,2023-05-29
2721,3707,1720,Bank Transfer,2024-10-29
2722,745,1637,PayPal,2024-03-05
2723,3320,1655,Credit Card,2023-12-23
2724,4747,1821,Bank Transfer,2024-07-09
2725,4988,943,Crypto,2024-09-29
2726,3890,514,Bank Transfer,2023-12-20
2727,4960,1332,PayPal,2024-07-13
2728,414,299,PayPal,2023-12-28
2729,3811,1212,Crypto,2024-04-03
2730,2931,1346,PayPal,2023-05-17
2731,2189,1625,Crypto,2024-06-25
2732,982,638,Cash,2023-12-12
2733,4023,490,Bank Transfer,2023-03-02
2734,23,1417,PayPal,2024-02-29
2735,677,500,Credit Card,2024-03-26
2736,798,1339,Bank Transfer,2023-06-02
2737,4478,692,PayPal,2025-01-29
2738,4415,581,Cash,2024-11-08
2739,253,446,PayPal,2023-11-12
2740,767,553,Credit Card,2024-04-28
2741,4682,1154,Credit Card,2024-10-25
2742,3224,557,Bank Transfer,2023-03-11
2743,3322,1050,Credit Card,2023-09-30
2744,3342,1826,Bank Transfer,2024-07-05
2745,574,1824,Cash,2024-12-26
2746,2354,473,Credit Card,2023-08-03
2747,4092,1026,Credit Card,2024-02-19
2748,2625,1101,Credit Card,2023-03-04
2749,1031,518,Credit Card,2024-02-11
2750,4197,1243,PayPal,2024-11-18
2751,4377,1017,Cash,2024-09-27
2752,3629,536,PayPal,2023-05-02
2753,4749,1430,Bank Transfer,2025-01-03
2754,125,812,Credit Card,2024-05-08
2755,3757,1724,Bank Transfer,2024-11-26
2756,4473,198,Bank Transfer,2023-08-11
2757,4937,72,Cash,2023-10-26
2758,2289,751,Crypto,2023-11-19
2759,3732,319,Crypto,2024-01-07
2760,4900,832,Bank Transfer,2024-12-06
2761,383,677,Bank Transfer,2023-04-01
2762,531,1682,Credit Card,2024-04-20
2763,4979,1617,Bank Transfer,2024-03-29
2764,2535,857,Crypto,2023-03-09
2765,3823,1427,Bank Transfer,2024-01-13
2766,1284,1251,Cash,2024-01-23
2767,3756,672,Bank Transfer,2023-08-16
2768,4845,1592,Bank Transfer,2024-02-09
2769,2069,288,PayPal,2024-10-30
2770,326,1614,Credit Card,2024-04-09
2771,2479,776,PayPal,2023-04-01
2772,4093,146,Bank Transfer,2024-12-13
2773,4780,1282,Credit Card,2024-03-12
2774,2010,1929,Cash,2024-01-19
2775,2026,667,Cash,2023-11-11
2776,4261,1157,Bank Transfer,2024-03-05
2777,1500,1336,Crypto,2023-08-09
2778,716,1168,Credit Card,2023-10-03
2779,2982,617,Credit Card,2023-07-19
2780,2867,1562,Credit Card,2023-02-25
2781,2559,1927,Credit Card,2023-09-02
2782,607,1789,PayPal,2023-05-06
2783,4838,1737,Cash,2024-03-23
2784,3063,916,Bank Transfer,2024-09-27
2785,3955,231,Cash,2024-09-11
2786,261,1535,Credit Card,2024-10-18
2787,1155,63,PayPal,2024-10-05
2788,1978,1587,Cash,2023-02-22
2789,1907,197,Cash,2023-09-28
2790,1618,1464,Crypto,2024-12-02
2791,3548,390,Bank Transfer,2024-02-27
2792,315,965,Cash,2024-03-02
2793,814,1087,PayPal,2024-02-05
2794,3586,386,Cash,2024-06-30
2795,3089,966,PayPal,2023-05-04
2796,4177,1351,Crypto,2024-12-24
2797,564,600,Cash,2023-09-30
2798,2975,777,Cash,2024-04-25
2799,4235,236,PayPal,2024-07-25
2800,2214,1176,Bank Transfer,2024-06-25
2801,4093,796,Bank Transfer,2023-05-23
2802,4938,311,Crypto,2025-01-04
2803,3188,1215,Bank Transfer,2024-05-19
2804,4179,1830,PayPal,2024-11-04
2805,4572,293,Cash,2023-04-07
2806,4212,700,PayPal,2024-08-18
2807,1329,731,Crypto,2024-03-15
2808,863,1247,Bank Transfer,2023-10-19
2809,2829,525,Bank Transfer,2025-02-01
2810,4227,475,Credit Card,2023-02-17
2811,782,908,Crypto,2023-03-18
2812,2411,763,Crypto,2024-05-10
2813,2959,1633,Cash,2024-05-24
2814,3786,209,Credit Card,2023-10-01
2815,4015,674,PayPal,2024-03-28
2816,1090,1329,Crypto,2023-12-29
2817,4486,565,Bank Transfer,2024-11-26
2818,2027,88,Cash,2024-07-12
2819,2446,1198,Credit Card,2024-06-06
2820,583,61,Crypto,2023-09-03
2821,1175,742,Credit Card,2024-06-14
2822,4925,725,PayPal,2023-05-05
2823,59,1091,Crypto,2024-11-24
2824,3267,975,Credit Card,2023-11-11
2825,1009,220,Crypto,2023-04-15
2826,302,1029,Credit Card,2024-11-27
2827,2540,1390,Bank Transfer,2023-06-29
2828,2797,59,Credit Card,2023-08-31
2829,3740,1765,Credit Card,2023-05-14
2830,258,1937,Bank Transfer,2024-07-15
2831,2258,948,Credit Card,2023-10-07
2832,1770,1399,Bank Transfer,2024-04-28
2833,1987,1517,PayPal,2024-06-04
2834,198,842,Bank Transfer,2023-05-20
2835,63,516,PayPal,2023-08-12
2836,3531,356,PayPal,2023-05-10
2837,2811,1147,PayPal,2024-12-19
2838,2196,398,Bank Transfer,2024-06-16
2839,931,769,Crypto,2024-10-11
2840,3449,1489,Credit Card,2024-04-10
2841,659,1704,Credit Card,2023-10-16
2842,1049,1385,Credit Card,2024-07-14
2843,793,1751,Cash,2023-04-11
2844,720,1982,Cash,2023-04-25
2845,90,120,Bank Transfer,2023-10-13
2846,2853,239,Credit Card,2023-10-21
2847,1872,1489,Bank Transfer,2024-04-25
2848,4281,630,Bank Transfer,2025-02-05
2849,1546,1930,Credit Card,2024-09-26
2850,1994,584,Credit Card,2023-09-30
2851,4319,169,Crypto,2023-05-21
2852,967,1825,Crypto,2025-01-14
2853,2037,1594,Bank Transfer,2023-07-05
2854,475,1353,Crypto,2023-12-22
2855,2795,379,Cash,2023-04-16
2856,4427,1763,Cash,2023-11-12
2857,676,1169,Crypto,2024-09-12
2858,706,233,Cash,2023-05-01
2859,745,1784,Cash,2023-10-13
2860,1319,1446,Credit Card,2023-10-29
2861,1314,292,Cash,2023-12-14
2862,1994,1486,Bank Transfer,2023-07-28
2863,738,647,PayPal,2024-02-25
2864,2846,1126,Cash,2024-09-22
2865,2192,586,Cash,2023-06-25
2866,2956,590,PayPal,2024-06-22
2867,1450,249,Bank Transfer,2024-12-17
2868,2033,783,Cash,2023-02-19
2869,2525,1092,Cash,2024-05-13
2870,2907,1476,Credit Card,2024-10-27
2871,324,806,Crypto,2023-09-29
2872,1336,884,Credit Card,2024-11-15
2873,2489,1282,PayPal,2024-04-21
2874,4055,1105,Crypto,2024-03-23
2875,3138,210,Bank Transfer,2023-03-13
2876,3069,1275,PayPal,2023-05-24
2877,2701,1485,Cash,2023-03-12
2878,3870,1630,Bank Transfer,2025-01-03
2879,4597,1787,Crypto,2024-04-06
2880,4499,1609,PayPal,2024-12-04
2881,1240,1221,Credit Card,2024-12-16
2882,797,1126,Bank Transfer,2023-04-05
2883,2368,382,Credit Card,2024-10-04
2884,3653,1688,Crypto,2024-07-17
2885,72,685,Cash,2023-05-21
2886,1385,1588,Bank Transfer,2024-09-23
2887,1454,391,Bank Transfer,2024-11-23
2888,2401,708,Crypto,2023-10-03
2889,2550,1114,Bank Transfer,2023-12-15
2890,953,825,Credit Card,2023-12-25
2891,3236,1013,Crypto,2025-01-03
2892,4977,1240,Bank Transfer,2023-09-26
2893,419,559,PayPal,2023-05-15
2894,4299,1103,Cash,2024-07-26
2895,2957,1400,Cash,2023-06-30
2896,3549,249,Cash,2023-10-08
2897,4354,1795,PayPal,2024-02-13
2898,2129,933,Credit Card,2023-06-10
2899,2121,1760,Credit Card,2023-05-20
2900,4697,1887,Crypto,2024-01-18
2901,4056,595,PayPal,2024-03-16
2902,2422,1506,Credit Card,2023-10-25
2903,1464,1859,Cash,2024-10-09
2904,57,1412,Cash,2024-12-26
2905,4236,390,PayPal,2024-03-11
2906,627,259,Crypto,2023-03-06
2907,4767,496,Crypto,2024-10-01
2908,2745,1448,Bank Transfer,2023-08-15
2909,4354,1991,Crypto,2023-07-17
2910,2631,1976,Crypto,2023-03-03
2911,3048,1191,Cash,2024-10-15
2912,1327,128,Credit Card,2024-06-09
2913,4159,341,Crypto,2024-10-31
2914,399,400,Bank Transfer,2025-02-04
2915,3486,911,Crypto,2023-02-22
2916,351,1827,Bank Transfer,2023-09-05
2917,464,1535,Crypto,2024-08-23
2918,1196,1477,Credit Card,2024-02-12
2919,1957,367,Bank Transfer,2024-07-03
2920,4328,384,PayPal,2023-07-15
2921,3655,987,Crypto,2025-01-13
2922,1167,458,Cash,2023-07-30
2923,2411,577,Crypto,2023-10-05
2924,4423,1355,PayPal,2023-08-03
2925,2175,1354,Bank Transfer,2023-12-11
2926,1568,352,Bank Transfer,2024-06-18
2927,2583,1328,PayPal,2024-11-12
2928,2326,1348,Crypto,2023-06-29
2929,3743,1307,PayPal,2023-07-04
2930,1922,1567,Credit Card,2023-03-17
2931,84,985,Cash,2023-08-09
2932,2113,105,PayPal,2023-03-02
2933,4673,1869,Bank Transfer,2024-06-26
2934,1103,401,Bank Transfer,2023-08-11
2935,354,266,Credit Card,2024-04-21
2936,486,583,Bank Transfer,2023-11-05
2937,1087,1414,Credit Card,2024-01-19
2938,724,1447,Bank Transfer,2024-03-17
2939,2004,1066,Credit Card,2023-08-12
2940,301,806,PayPal,2023-08-07
2941,3954,868,Cash,2024-12-06
2942,2628,1082,Crypto,2025-01-31
2943,2454,1122,Crypto,2025-02-06
2944,1594,1144,PayPal,2023-04-21
2945,1346,1315,PayPal,2024-01-15
2946,422,918,Bank Transfer,2023-04-11
2947,1197,1468,Cash,2023-09-12
2948,4635,755,PayPal,2024-04-09
2949,218,289,Crypto,2024-09-12
2950,4499,973,Crypto,2024-01-10
2951,4675,1819,Bank Transfer,2023-03-14
2952,274,1141,PayPal,2024-01-31
2953,1437,1194,Credit Card,2023-05-21
2954,1232,1619,PayPal,2025-01-24
2955,4604,314,Credit Card,2023-04-21
2956,2544,166,Cash,2023-12-03
2957,2713,92,Bank Transfer,2023-02-28
2958,3680,1665,PayPal,2024-08-26
2959,4469,604,Crypto,2024-08-10
2960,2510,962,PayPal,2023-10-01
2961,2082,1143,PayPal,2023-02-20
2962,213,200,Bank Transfer,2024-06-20
2963,1840,1541,Credit Card,2024-07-21
2964,3833,1888,Cash,2024-12-15
2965,2126,682,Crypto,2024-03-30
2966,2410,1297,Cash,2023-08-23
2967,4926,265,Bank Transfer,2023-08-16
2968,996,617,Crypto,2024-09-28
2969,3071,1967,Cash,2024-12-11
2970,3360,1008,PayPal,2023-07-11
2971,2964,826,Bank Transfer,2024-01-27
2972,2728,1872,Cash,2024-09-25
2973,2325,1100,PayPal,2023-03-18
2974,1246,1212,Crypto,2024-08-21
2975,825,1815,Bank Transfer,2024-01-07
2976,4478,1124,Bank Transfer,2024-03-04
2977,1602,1889,Bank Transfer,2023-06-20
2978,3602,336,Cash,2024-04-10
2979,979,976,Cash,2024-02-15
2980,384,487,Cash,2023-08-08
2981,3074,579,Bank Transfer,2024-06-10
2982,4906,1852,Bank Transfer,2023-09-20
2983,63,849,Bank Transfer,2024-06-25
2984,4393,1412,Crypto,2023-10-24
2985,3485,772,Crypto,2024-06-24
2986,2885,1098,PayPal,2024-05-13
2987,4514,927,Bank Transfer,2023-07-09
2988,266,1340,Cash,2024-01-21
2989,4091,801,Crypto,2024-02-15
2990,683,417,Credit Card,2023-10-21
2991,3470,1518,Crypto,2025-01-08
2992,2249,1950,Bank Transfer,2024-05-28
2993,602,893,PayPal,2023-05-24
2994,573,539,Crypto,2024-10-13
2995,24,462,Crypto,2024-07-11
2996,4523,1774,Cash,2023-04-28
2997,4244,454,Credit Card,2024-04-13
2998,1376,663,PayPal,2024-02-06
2999,1835,1613,Crypto,2024-03-01
3000,4440,1176,PayPal,2024-02-12
